일련번호,등록상태,발명의 명칭,IPC 번호,등록번호,등록일자,출원번호,출원일자,공개번호,공개일자,공고번호,공고일자,초록,큰 이미지 경로,이미지 경로,출원인
266,거절,아레나비리다에 및 코로나비리다에 바이러스 감염의 치료 방법,A61K 31/706|A61K 31/664|A61K 31/675|A61K 31/683|A61K 31/53|A61K 45/06|A61P 31/12,,,1020187010186,20160916,1020180050742,20180515,,,"화학식 I의 뉴클레오시드 및 그의 전구약물을 투여함으로써 아레나비리다에 및 코로나비리다에 바이러스 감염을 치료하는 방법이 제공되며: 여기서 뉴클레오시드 당의 1' 위치는 치환된다. 제공된 화합물, 조성물, 및 방법은 특히 라사 바이러스 및 주닌 바이러스 감염의 치료에 유용하다.",http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=2ba38663aa11ff0f6ca91af6061a2e004738f71481ae0424987132644edb9f277bd22f9cc90ae8eee096abaf187aa976d4b7a735b7ef37c68d38539426d6d74ee8489ccefda4e8b1,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=ed43a0609e94d6e22d01c5c32ba711cf232a1721b91ba53bd6bb6d4a54b186987b528b849efa6b8919e4ed6d10c1ed6be67720e08c6f57b40d69f451d9b0b037923ab7cb39177b94,"길리애드 사이언시즈, 인코포레이티드"
267,거절,코로나 점화 장치 및 조립 방법,H01T 13/36|H01T 13/38|H01T 13/44|H01T 13/50|H01T 21/02,,,1020187007790,20160819,1020180042345,20180425,,,"절연체, 중심 전극 및 금속 셸을 포함하고 있고, 전기적인 장점을 달성하기 위해서 상기 절연체의 외측 직경이 상기 금속 셸의 하단부 가까이에서 증가하는 역-조립된 코로나 점화장치를 제공한다. 게다가, 상기 절연체는 조립하는 동안이나 조립 후에, 또는 일단 엔진에 배치되면 장력하에 놓이지 않기 때문에 강성을 유지한다. 절연체 외측 직경의 증가를 달성하기 위해서, 상기 절연체는 셸 점화 단부에 인접해 있는 하부 쇼울더를 포함하고 있다. 중간 부분, 예를 들면, 경납 및/또는 금속 링이 셸 점화 단부에 인접한 셸과 절연체 외측 표면의 사이에 배치되어 있다. 상기 절연체에 장력이 작용하는 것을 방지하기 위해서, 상기 절연체는 절연체 상단부와 절연체 하단부 사이의 단 하나의 위치에서, 예를 들면 상기 중간 부분을 따라서 지지될 수 있다.",http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=2ba38663aa11ff0f6ca91af6061a2e00e4c403e70af420d0a8575f3cafbcee62a1ea1fec0481bade05f3b39e5aac3ed95c81361cea605d3f601255e0303b246752b397ed8fe47cd0,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=ed43a0609e94d6e22d01c5c32ba711cfdc3538c8b7936d1d17342cc95b3e3e7d142f57f959bc4bc7dd2b7d9b4e8ec22d41e41c6a198cdd95f5770b8f5f1304d450127368263e655a,페더럴-모걸 엘엘씨
268,공개,내코로나 수지 친화성 라미네이트,B32B 19/06|B32B 19/02|B32B 7/12|H01B 3/04|B32B 5/24|B32B 5/12,,,1020187002385,20160629,1020180022856,20180306,,,"전기 절연체로 사용하기에 적합한 라미네이트 구조체로서, a) 90 내지 99 중량%의 균일하게 분포된 하소 운모 및 1 내지 10 중량%의 아라미드 물질(플록, 피브리드, 또는 이들의 혼합물의 형태)을 포함하는 내코로나층; b) 단방향 또는 직조 필라멘트얀을 포함하고, 제1면 및 제2면을 갖는 지지층; 및 c) 60 내지 80 중량%의 균일하게 분포된 하소되지 않은 운모 및 20 내지 40 중량%의 아라미드 물질(플록, 피브리드, 또는 이들의 혼합물의 형태)을 포함하는 수지 친화층을 포함하되, 지지층의 제1면은 내코로나층에 직접 결합되고 지지층의 제2면은 수지 친화층에 직접 결합되며, 60 중량% 이상의 총 운모 함량을 갖는 라미네이트 구조체.",,,이 아이 듀폰 디 네모아 앤드 캄파니
269,등록,코로나방전을 이용한 박리 시 소음방지형 접착테이프의 제조방법,C09J 7/20,1018680330000,20180608,1020160063423,20160524,1020170132487,20171204,,20180615,"본 발명은 박리 시 발생되는 소음은 방지하고, 사용 전에는 테이프가 권취된 상태를 견고하게 유지할 수 있도록 한 코로나방전을 이용한 박리 시 소음방지형 접착테이프의 제조방법에 관한 것으로, 모재(21)의 일측에 실리콘을 도포하고 건조하여 실리콘층(22)을 형성하는 제1과정(S10); 상기 제1과정(S10) 이후 상기 실리콘층(22)에 코로나 방전 처리를 수행하여 상기 실리콘층(23)에 다수의 미세홈(S)을 형성하여 주는 제2과정(S20); 및 상기 제2과정(S20) 이후 상기 모재(21)의 타측에 접착제를 도포하고 건조하여 접착제층(23)을 형성하는 제3과정(S30)을 포함하는 것을 특징으로 한다.",http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=2ba38663aa11ff0f6ca91af6061a2e00bb3aa6aa3fc52a57aa2cdb2aab962c0a5e6721f739e3307eb9cc82645a033ce46632e8491efa96c79477b99727eae6139161e2300ba7fbe6,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=ed43a0609e94d6e22d01c5c32ba711cfb17dd2b0e4f0823a0dc6a5e8cf2de6cbba04fb92b94c75b2202955340d9c87aee524c2f685eae6622d6cc44df8a07eb6c5812cba53143d5e,조경국
270,취하,중심 전극과 상이한 절연 재료 사이의 반도체 슬리브의 도입을 통한 고전압 접합부에서의 코로나 억제,H01T 13/50|H01T 13/20|H01T 13/44|H01T 19/00|H01T 21/02|H01T 13/34,,,1020177030771,20160324,1020170130576,20171128,,,"점화 코일 어셈블리와 점화 단부 어셈블리 사이에 배치된 복수의 상이한 절연체를 포함하는 코로나 점화 어셈블리가 제공된다. 고전압 중심 전극은 점화기 중심 전극과 점화 코일 어셈블리 사이에서 종 방향으로 연장된다. 플루오르 중합체로 형성된 고전압 절연체가 고전압 중심 전극을 둘러싸고, 알루미나의 점화 단부 절연체 점화기가 점화기 중심 전극을 둘러싸고 있다. 도전성 필러를 갖는 실리콘 고무와 같은 반도체 및 연성 재료로 형성된 슬리브가 전극들과 인접한 절연체들 사이에 방사 방향으로 배치된다. 슬리브는 공기 갭을 채우고 코로나 점화기 어셈블리 내의 피크 전기장을 최소화한다. 슬리브는 원하지 않는 코로나 방전을 방지할 수 있으므로 재료의 수명을 연장시키고 점환 단부에 에너지를 전달한다.",http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=2ba38663aa11ff0f6ca91af6061a2e003bb854abe381f735b78980fd8b8ea2a6a14f132614c1a053d7e660a89f9eec6c7efba19324ea6b66e718d09e969e11b0b8ea3f73ec07919f,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=ed43a0609e94d6e22d01c5c32ba711cf904693e3f4a8b67f3497d7bd55fc9ef1403bba31014be4a42ebe05fc512c4fe063039bd87911ab5169df5e9543ec36605b2e47a33c217ac7,페더럴-모걸 엘엘씨
271,거절,오존 측정을 이용한 코로나 방전 감지 시스템 및 방법,G01N 33/00|G08B 17/11,,,1020160034882,20160323,1020170110462,20171011,,,"본 발명은 오존 측정을 이용한 코로나 방전 감지 시스템 및 방법에 관한 것으로서, 전력설비 내부의 오존 농도를 측정하고, 측정된 오존 농도를 근거로 코로나방전을 감지하며, 코로나 방전이 감지된 경우 오존발생신호를 제어장치로 전송하는 오존측정장치, 상기 오존발생신호를 분석하여 오존 농도 및 발생시간을 추출하고, 상기 추출된 오존농도에 따른 위험도를 출력하는 제어장치를 포함한다.",http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=2ba38663aa11ff0f6ca91af6061a2e004a2bf23435c06582800920877c8fbfb8e6bb47fd184aaa084ce5daf7c0259b934e487dc320123c40267cd5cf167becac6a8d30ba81bb1ce5,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=ed43a0609e94d6e22d01c5c32ba711cf59994907922644235ab7f908ed6115bd5866ec97ecce7eea6a4c3ad7bec415a4cf157afa30554a972d4b26483d7768ef794a11156ac61357,주식회사 넥스트스퀘어
272,등록,내코로나성 평각 권선,H01B 7/08|H01B 7/02|C09D 201/00|H01B 3/30|H01B 3/02,1016659100000,20161006,1020160027872,20160308,,,,20161012,"본 발명은 내코로나성 평각 권선에 관한 것이다. 구체적으로, 본 발명은 내코로나성이 우수할 뿐만 아니라 밀착성 및 유연성이 우수한 절연 코팅층을 갖는 내코로나성 평각 권선에 관한 것이다.",http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=2ba38663aa11ff0f6ca91af6061a2e00dd3c4d51d0e0c6a0eb618dfcd336acc9409f5e9954583ea5f3b35ac6c4a16c406e827c6d7c9bb9bfadd5f988da5f9c0caeb63ccae725615c,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=ed43a0609e94d6e22d01c5c32ba711cf8f4196c3dfd787deb994d466612b21bde5ee56b2c3916137571a9e0457e493f48cf22a510f3ab98c285bedff7c31716510f9c68d00f2d224,엘에스전선 주식회사
273,공개,내코로나성 평각권선,H01B 7/08|H01B 7/02|H01B 3/30,,,1020160023914,20160229,1020170101421,20170906,,,"본 발명은 내코로나성 평각권선에 관한 것이다. 구체적으로, 본 발명은 내코로나성이 우수할 뿐만 아니라 도체와 절연층간 밀착성 및 유연성이 우수한 절연피막을 갖고 절연특성이 우수한 내코로나성 평각권선에 관한 것이다.",http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=2ba38663aa11ff0f6ca91af6061a2e0002af3204a2eb966bf66ecb2996d6f0945659c2173aed8399b29e2a5508a3b1ac49b68903575b4cffa02a1c614b416fab771fcc263d887994,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=ed43a0609e94d6e22d01c5c32ba711cfaaf4e1b328932f5040a29c388f068d102a1df2f9b285c984cd1c4d2773bbee8f0ce970653a9824ec38c4a18c19e609751883224988e44080,엘에스전선 주식회사
274,취하,"중동 호흡기 증후군 코로나 바이러스 면역원, 항체 및 그 용도",A61K 39/12|A61K 39/215|C07K 14/165|C07K 16/10|A61K 39/00,,,1020177027105,20160224,1020170140180,20171220,,,"중동호흡기증후군 코로나바이러스(MERS-CoV)에 대한 개체의 면역반응을 유도하는 방법을 제공한다. 몇몇의 예시들에서, 이 면역 반응은 개체에서 MERS-CoV 감염을 억제하거나 또는 예방하는 예방적인 면역반응이다. 재조합 MERS-CoV 폴리펩타이드 및 이를 코딩하는 핵산 분자도 또한 제공한다. 추가로, MERS-CoV S 단백질에 특이적으로 결합하는 중화항체들 및 이들의 항원결합단편들도 공개한다. 이 항체들과 항원결합단편들은, 예를 들어, 샘플 또는 개체에서 MERS-CoV S 단백질을 탐색하는 방법으로 유용함은 물론이고, 개체에서 MERS-CoV 감염을 예방하고 치료하는 방법으로도 유용하다.",http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=2ba38663aa11ff0f6ca91af6061a2e00d54bc9b768c1126f4abb50f877ed558464a438b613dd044e4cd798e3ee580d224c7e84d10c8e5c298c047bed8b67b357189d1a66a8c02eb2,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=ed43a0609e94d6e22d01c5c32ba711cf143ac0f5d23a480f2a5543028b47a9c0f653084727b940158dde431004230227422d79653bcb260a9c70123cdc05f864c3e5beac59540f6d,"더 유나이티드 스테이츠 오브 어메리카, 애즈 리프리젠티드 바이 더 세크러테리, 디파트먼트 오브 헬쓰 앤드 휴먼 서비씨즈"
275,등록,중동호흡기증후군 코로나바이러스 검출용 분자비콘 및 이의 용도,C12Q 1/70|C12Q 1/68,1017759840000,20170901,1020150153524,20151103,1020170051884,20170512,,20170907,"본 발명은 중동호흡기증후군 코로나바이러스(MERS-CoV) 검출용 분자비콘(molecular beacon)에 관한 것으로, 보다 구체적으로 중동호흡기증후군 코로나바이러스의 nsp3 영역과 구조단백질 영역인 M 염기서열 부위를 탐지하는 분자비콘, 이를 이용한 중동호흡기증후군 코로나바이러스 감염 진단용 키트 및 중동호흡기증후군 코로나바이러스 검출방법에 관한 것이다. 본 발명의 분자비콘은 항체 이상의 표적 친화력을 가지며, 항체 및 압타머에 비해 크기가 월등히 작아 표적 분자와 높은 결합력으로 반응할 수 있고, 온도 변화에 민감하지 않으며 변성이 없고, 빠른 시간 안에 소량의 표적 핵산 분자만으로도 탐지가 가능한 장점이 있다. 또한, 형광 또는 UV 스펙트럼을 사용하는 간편한 방법으로 검출이 가능하므로, 본 발명의 분자비콘을 이용한 MERS-CoV 검출용 키트는 MERS-CoV 감염 여부의 진단에 널리 사용될 수 있다.",http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=2ba38663aa11ff0f6ca91af6061a2e003727bda250862ba59ad90e8e253bce3c5b6e6319923d2c72baba558541406bc90350532aecdc9c7742d1b8c24d80a9341aed3ac83579db27,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=ed43a0609e94d6e22d01c5c32ba711cf385ac1a0a8cc29623b2ff1844dead61cc7a320f59ae062d28649a2a0db9b7d0fa0ac7cb488694188d3c545f1b58d25ddf42a24037cf9c327,서울대학교병원
276,등록,코로나바이러스에 대한 항 바이러스용 조성물,A61K 36/233|A61K 36/238|A61P 31/14|A23L 33/105,1016519480000,20160823,1020150140516,20151006,,,,20160829,"본 발명은 코로나바이러스에 대한 항바이러스용 조성물에 관한 것으로, 보다 상세하게는 장기 복용시에도 부작용이 없어 안전하게 사용할 수 있으며 코로나바이러스 감염 질환에 대한 예방 및 치료에 효능이 있는 항바이러스제 약학 조성물과 코로나바이러스에 대한 저항력을 증진시키는 것을 특징으로 하는 포유동물용 건강식품 조성물에 관한 것으로, 보다 상세하게는 시호나 방풍 또는 그 혼합물을 물과 C1~C3의 알콜로 이루어진 군으로부터 선택된 하나 또는 둘 이상의 혼합물로 추출한 추출물을 함유하는 것을 특징으로 하는 코로나바이러스에 대한 항바이러스제 약학 조성물과 포유동물용 건강식품 조성물에 관한 것이다.",http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=2ba38663aa11ff0f6ca91af6061a2e0078f22f1e61b073401babf0106b9fd2969757bd8f0a37fc5b3f334848c392807f161dbfe4621441f0078f4718b9de09d6d93fc1903f352565,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=ed43a0609e94d6e22d01c5c32ba711cf2ec5d4ce2ade547fa9d1f516afb13381a752a7d4e12cda0f048a16dac1a13089f1a1dfb1839fb0ca288e4cec42f30f7c6d594746385bd8e6,충남대학교산학협력단|이현광
277,등록,알킬 메타크릴레이트 단량체의 코로나 커플링 처리에 의해 계면접착력이 향상된 PVdF-PVC 필름의 제조 방법,C08J 7/043|C08J 5/18|C09D 127/06,1017093390000,20170216,1020150133927,20150922,,,,20170222,"본 발명은, (a) 알킬 메타크릴레이트 단량체를 포함하는 기체 분위기하에서 코로나 방전 처리하여 PVdF 필름의 표면을 개질하는 단계; 및 (b) 상기 단계(a)에서 표면이 개질된 PVdF 필름의 상면에 PVC 코팅층을 형성시키는 단계를 포함하는 PVdF-PVC 필름의 제조 방법을 제공한다.  본 발명에 따른 PVdF-PVC 필름의 제조 방법에 따르면, 코로나 방전 처리를 통해 PVdF 표면에 알킬 아크릴레이트 단량체를 커플링시켜 표면에너지를 변화시킨 후, PVC 필름을 코팅하는 간단한 공정으로 계면접착력 및 장기내구성이 우수한 PVDF-PVC 필름을 제조할 수 있다.",http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=2ba38663aa11ff0f6ca91af6061a2e00eb227d2f59421eed2e2c7dccd0cb260d12257f5c5b23e339dfc5a697757d1811ad530f254127025ce2adec54a5873b1a3e7e5a1860170689,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=ed43a0609e94d6e22d01c5c32ba711cfa5da7e966d1cc8fb112cb625893e271181703e969ca30b37c59fc71085c37acdae3bc09c2f025efaff9e406ea9d58a6c63f504fe05aee9d7,청주대학교 산학협력단
278,공개,개선된 씰을 구비한 코로나 점화 장치,H01T 21/02|H01T 13/34|H01T 19/00|H01B 1/16|C03C 27/00|C03C 8/18,,,1020177004234,20150810,1020170041212,20170414,,,"본 발명은 코로나 점화기의 전기 전도성 부품과 절연체의 사이에 밀폐 결합을 제공하기 위한 전기 전도성 글라스 씰(glass seal)에 관한 것으로, 상기 글라스 씰은 글라스 프릿(glass frits), 바인더(binder), 팽창제(expansion agent) 및 전기 전도성 미립자들을 포함한다. 글라스 프릿은 실리카(SiO  2  ), 산화 붕소(B  2  O  3  ), 산화 알루미늄(Al  2  O  3  ), 산화 비스무트(Bi  2  O  3  ) 및 산화 아연(ZnO)을 포함하고, 바인더는 나트륨 벤토나이트 또는 마그네슘 알루미늄 실리케이트, 폴리에틸렌 글리콜(PEG) 및 덱스트린을 포함할 수 있으며, 팽창제는 탄산 리튬을 포함하고; 전기 전도성 미립자는 구리를 포함할 수 있다. 완성된 글라스 씰은, 글라스 씰의 총 중량을 기준으로 50.00 내지 85.0 중량 퍼센트(wt.%)의 총량을 갖는 적어도 하나의 글라스 및 15.00 내지 50.0 wt.%의 양을 갖는 전기 전도성 금속 미립자들을 포함한다.",http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=2ba38663aa11ff0f6ca91af6061a2e00cc60ed2b0166f7f94931d7c48626c4bed12cd350d7c77288abad56216051ef7305d29cf864506bb5382713ba71b348597a19a8447ce56f5b,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=ed43a0609e94d6e22d01c5c32ba711cfa475425d3c33eca0650c9c4a358a133634091e48a4ad70c0f071bf8013997603fb13ce71609b6ebdab364f807bd8f796ae6fa1463ea63bb7,페더럴-모굴 이그니션 엘엘씨
279,거절,코로나바이러스,C12N 7/00|C07K 14/005|A61K 39/215|A61K 39/00,,,1020177004614,20150723,1020170032441,20170322,,,"본 발명은 비-구조 단백질(들) (nsp)-10, nsp-14, nsp-15 또는 nsp-16 중 하나 이상의 것에 돌연변이를 포함하는 다단백질을 코딩하는 변이체 레플리카제 유전자를 포함하는 생, 약독화된 코로나바이러스를 제공한다. 코로나바이러스는 대상체에서 질환, 예컨대, 감염성 기관지염을 치료 및/또는 예방하기 위한 백신으로서 사용될 수 있다.",http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=2ba38663aa11ff0f6ca91af6061a2e00ee235997bb4a3249e94880642dc9bbabc41d1a0b16f9813bf904f5de6a6ab8e32edd26496770f9b8a108d66bb5fd3fb8485f7fd69fda777f,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=ed43a0609e94d6e22d01c5c32ba711cf170739036833839ca7a5a70de47e553b8c0a50ffdea7b946f61ba034d7a5972e4ce8b04e235c8f16ff5e952e9e5d9eb89044e7c1660dcbe2,더 피르브라이트 인스티튜트
280,등록,"백지 추출물 또는 이로부터 분리된 퓨라노쿠마린을 함유하는 조류 인플루엔자, 돼지 인플루엔자 또는 코로나 바이러스의 예방 또는 치료용 조성물",A61K 36/232|A61K 31/37|A61P 31/16|A23L 33/105,1017825320000,20170921,1020150087760,20150619,1020160150250,20161229,,20171011,"본 발명은 백지 추출물 또는 이로부터 분리된 화합물을 포함하는 조류 인플루엔자, 돼지 인플루엔자 또는 코로나 바이러스의 예방 또는 치료용 조성물에 관한 것이다. 상기 추출물 또는 이로부터 분리된 화합물은 조류 인플루엔자, 돼지 인플루엔자 또는 코로나 바이러스에 대한 저해 효과가 우수하며, 한약재로 사용되어 왔던 백지로부터 추출 및 분리 정제한 것이므로, 세포 독성이 적어 의약품, 건강식품, 동물약품, 동물사료의 첨가제, 천연소독제 등에 유용하게 적용될 수 있다.",http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=2ba38663aa11ff0f6ca91af6061a2e004a2bf23435c065825d228e0e7aa4b2208b0f33b7cf617cb9ad30d7e153753119fdaceffb0150837a865b7713b73c7263315ccb9d994ed953,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=ed43a0609e94d6e22d01c5c32ba711cf599949079226442315a82d0b9e87e7d2d3d330380b2182e4fe7a0f48ca58804f9b03b95a31c3d4418ebd6eba2aa30f53e268eaac370d4402,서울대학교산학협력단|주식회사 중앙백신연구소
281,등록,중동호흡기증후군 코로나바이러스 뉴클레오캡시드를 인식하는 항체 및 그의 용도,C07K 16/10|G01N 33/569,1015936410000,20160203,1020150081986,20150610,,,,20160212,"중동호흡기증후군 코로나바이러스 (Middle East respiratory syndrome coronavirus, MERS-CoV) 뉴클레오캡시드에 특이적으로 결합하는 단일클론 항체 및 그의 조합인 항체, 및 상기 항체를 포함하는 중동호흡기증후군 코로나바이러스 진단 조성물 및 키트, 및 이를 이용한 중동호흡기증후군 코로나바이러스를 검출하는 방법을 제공한다.",http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=2ba38663aa11ff0f6ca91af6061a2e00eace8902f518c9bd6a412b86879471e4a4cc70db6e1a48c6073e0bb2ce3f46281da5876cf5fafbac5211b9f19d1cfcb0369edef7a7ce3797,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=ed43a0609e94d6e22d01c5c32ba711cf1253d94d1bc32a7c61b3025d6b485153e12e7b91de18e8021d71c06c7fee4444facc2b0262dbba78266db3f6a77086936e036da3c9643494,주식회사 바이오노트
282,공개,중동 호흡기 증후군-코로나바이러스 스파이크 단백질에 대한 인간 항체,C07K 16/10|A61K 39/12|A61K 39/395|A61K 45/06|A61K 39/00,,,1020167036178,20150520,1020170005133,20170111,,,"본 발명은 중동 호흡기 증후군-코로나바이러스(MERS-CoV) 스파이크 단백질에 결합하는 단클론 항체, 및 사용 방법을 제공한다. 본 발명의 다양한 구현예에서, 항체는 MERS-CoV 스파이크 단백질에 결합하는 완전 인간 항체이다. 일부 구현예에서, 본 발명의 항체는 MERS-CoV 활성을 억제 또는 중화시키는 데 유용하고, 따라서 인간에서 MERS 감염을 치료 또는 예방하는 수단을 제공한다. 일부 구현예에서, 본 발명은 MERS 감염을 치료하는 데 사용하기 위한, MERS-CoV 스파이크 단백질에 결합하는 하나 이상의 항체의 조합을 제공한다. 특정 구현예에서, 하나 이상의 항체는 MERS-CoV 스파이크 단백질의 수용체 결합 도메인에 포함되는 별개의 비-경쟁적 에피토프에 결합한다.",http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=2ba38663aa11ff0f6ca91af6061a2e0036be2ec0beac07d98032544e47c0c7069c0d2fc2e46d7f2faa12163da380f7f61928bf9f38747ee70e73346ad54791f6dfccd3f3b74fe130,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=ed43a0609e94d6e22d01c5c32ba711cfb7af468722336adad61adbdb470bd37769443deefa2fb6e74efb3497d836a31a56fb5b5af01e066f27e3d021f7577e4797355930ac408d14,"리제너론 파아마슈티컬스, 인크."
283,취하,중동 호흡기 증후군 코로나바이러스 중화 항체 및 이의 사용 방법,C07K 16/10|A61K 39/42|G01N 33/569|A61K 39/00,,,1020167032920,20150427,1020160145813,20161220,,,본 발명은 MERS-CoV를 중화시키는 항체 및 이의 사용 방법을 제공한다. 본 발명의 항체는 MERS-CoV 감염 및 이의 증상을 치료하는 데에 사용된다.,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=2ba38663aa11ff0f6ca91af6061a2e0050a4997fdc08bce56742bb817c8e5d07653d5efcdf6a0fccd398c85e1b36d9d96062fc30447f82d5deaec98a37695bf44e58bdc81ff42155,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=ed43a0609e94d6e22d01c5c32ba711cf669af35199c117446ee900cd290adc174ebfa6de9d86791846f60fd84135da7fb59494f46938f494b4eb05baba5435e501d5fac2fcc0c664,다나-파버 캔서 인스티튜트 인크.
284,등록,"고전압 머신을 위한 코로나 차폐 시스템, 복구 래커, 및 제조 방법",H02K 3/40|C09D 5/26|H02K 15/10,1018419740000,20180320,1020167031346,20150420,1020160142394,20161212,,20180326,"본 발명은 고전압 머신의 전류가 흐르는 전도체를 위한 슬리브를 포함하는 고전압 머신을 위한 코로나 차폐 시스템에 관한 것이고, 슬리브는 전기 전도성 래커(10)를 갖고, 이 전도성 래커(10)에 충전재가 첨가되고, 충전재는 열 팽창 충전재를 적어도 부분적으로 포함한다. 또한, 본 발명은 복구 래커 및 제조 방법에 관한 것이다.",http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=2ba38663aa11ff0f6ca91af6061a2e00a1adf06c20bf7756007f34d30a5cc5362e76bc93739dc36f4c8ad67eeeccb7a6e95167f249de9e730517feaee12b463c20ecc0c80573242b,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=ed43a0609e94d6e22d01c5c32ba711cfe6e2934121f00117155f9dd3c5525e6283cb4bb3f81b93344b220036f450ef22cc2a5099c15b6a238fe4db9a0764e9f0d967abbdc22e799d,지멘스 악티엔게젤샤프트
285,등록,코로나 점화기의 전력 신호 분배 방법,F02P 7/03|F02P 23/04|H01T 19/00|H01T 13/44,1023555820000,20220121,1020167030221,20150406,1020160146761,20161221,,20220125,"본 발명에서는 다수의 코로나 점화기를 포함하는 코로나 방전 점화 시스템이 제공된다. 상기 시스템은, 에너지를 전원공급장치로부터 코로나 점화기로 전송하기 위한 제어/구동용 전자 유닛; 및 제어/구동용 전자 유닛과 다수의 코로나 점화기들 사이에 배치되는 전용 변환기;를 포함한다. 다수의 점화기 스위치 유닛은 제어/구동용 전자 유닛과 연결되며, 각 점화기 스위치 유닛은 독립 배치된 코로나 점화기 중 하나와 연결되도록 구성된다. 각 점화기 스위치 유닛에 의해, 전류를 변환기로부터 상기 연결된 코로나 점화기로 이송시키고(구동시), 전류가 변환기로부터 상기 연결된 코로나 점화기로 및 상기 연결된 코로나 점화기로부터 변환기로 이동하는 것을 방지하도록(구동 정지시) 구성된다. 시스템의 작동 중 특정 시간에, 점화기 스위치 유닛 중 단 하나만이 구동하도록 구성된다.",http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=6c650beb4cee9ce4122b704b88878c938a2134dd335862c7de2ee73492fd35f37d77a5222d998d1ce59f105da516d02c2fa298c1967f8f71192bf703b39c9a5cac8652f48e183324,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=ed43a0609e94d6e22d01c5c32ba711cf9b14948fb1374d482aa784ddf39b9561b5daae8a063bde6780998894e6604d5d01a83b8a6bab2ee5815aa969c1fa3f7ac39df46a064676c6,페더럴-모굴 이그니션 엘엘씨
